,text
303,"according to olvi 's managing director lasse aho , the company has an ongoing mmx plus project that aims to find growth outside finland ."
304,the company aims to maintain this trend in profitability during the current year .
305,"in august-october 2010 , the company 's result before taxes totalled eur 9.6 mn , up from eur 0.5 mn in the corresponding period in 2009 ."
306,"eps from continuing operations came in at 0.30 eur , up from 0.17 ."
307,"the opportunity will be available only for few employees , however ."
308,"at the end of march 2009 , the company 's loans amounted to eur 10.113 mn ."
309,last year 's net sales rose to eur 68.3 million from eur 62.2 million .
310,"the russian government will contribute 20 % of the necessary funds , he said ."
311,the group also has a strong global position in other fishing categories .
312,"the network test business is part of elektrobit 's test and automation business segment and employs 39 people in finland and 22 people abroad , mainly in the us and asia ."
313,"we know that it exists , '' artemyev said ."
314,"headline of release dated march 26 , 2008 should read : acacia subsidiary enters into settlement agreement for rule based monitoring technology with f-secure ( sted acacia technologies licenses rule based monitoring technology to f-secure ) ."
315,"abn amro capital has agreed to sell its helsinki-based designer homeware producer , iittala oyj , to crosstown consumer products group fiskars corp. , for eur230 million to eur235 million ( $ 310 million to $ 316 million ) ."
316,"featuring the s60 user interface , this 135-gram model also comes with a 2.4-inch quarter vga display and 100 megabytes of internal memory , expandable through the micro secure digital slot ."
317,we are also pleased to welcome the new employees to tieto . '
318,"`` the margarine business has been put into good shape in the last two years , making it a natural addition to bunge , which is looking to leverage its position in the central and northern european markets , '' raisio ceo matti rihko said in a statement ."
319,that topped consensus forecasts for earnings of 0.21 euros a share .
320,the agreement must be approved by the russian competition authorities before it enters into force .
321,"according to ceo kai telanne , the company 's newspapers achieved the best financial result ever ."
322,"the dividend will be paid on april 15 , 2008 to each of the shareholders who on the record date of april 8 , 2008 have been entered in the list of shareholders kept by the finnish central securities depository ltd. ."
323,"revenue from july to september grew 21 percent to euro 2.3 billion , the finnish company said thursday ."
324,"arvo vuorenmaa , the loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted ."
325,n-viro operates processing facilities independently as well as in partnership with municipalities .
326,"at the same time profit of the company increased by 10 % in h1 and reached ls 79,000 ."
327,"finnish electronics manufacturing services company elcoteq signing a cooperation agreement with a japanese mobile phone manufacturer , bypasses elcoteq tallinn , says jan kotka , ceo of elcoteq tallinn ."
328,"sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''"
329,finnish raisio ( diagnostics ) is launching new dna-based quick tests to ensure the safety of food .
330,"the hayward , calif.-based target designs active , casual and dress footwear , as well as boots and sandals ."
331,"jun. 14 , 2009 ( aol weblogs delivered by newstex ) -- looks like the e71 is about to be upstaged as nokia 's ( nyse : nok ) premier business-class smartphone -- someone in espoo 's just hit the corporate youtube account with this promo video for an e72 ."
332,hearst will be able to consolidate about 20 % of all russian market for advertising in press after the purchase .
333,"the circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days ."
334,"the company 's plant in russia will continue to make tyres for its near markets , while the plant in nokia in finland will manufacture tyres for other markets ."
335,sponda plans to renovate old real estate and develop new property .
336,"this location makes the mall a convenient place to shop for consumers from three large residential areas nearby : jaroszowka , wysockiego and zgody ."
337,"the dividend is payable on february 1 , 2010 to shareholders of record on january 19 , 2010 ."
338,"according to nordic financial group nordea 's analyst sami sarkamies , this makes nokia 's portfolio competitive again ."
